,specie link,description link_genera,pileus_genera,spores_genera,stipes_genera,genera,genera link,Family,Order,Subclass,Class,Phylum,Kingdom,name,description link_index,pileus_index,spores_index,stipes_index,var.,synonyms,description link,pileus,stipes,spores,stipes long,stipes thick,spores 1d,spores 2d,pileus width,stipes long measure,stipes thick measure,spores 1d measure,spores 2d measure,pileus width measure
10,https://www.mykoweb.com/CAF/species/Agaricus_brunneofibrillosus.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus brunneofibrillosus,,,,,,['Agaricus fuscofibrillosus'],,"Cap 4-15 cm broad, convex, becoming nearly plane in age, usually slightly umbonate at the disc; surface dry, appressed silky-fibrillose, occasionally with flattened scales, coco-brown to reddish-brown; flesh moderately thick, firm, white, soon reddening when cut; odor, strongly of ""mushrooms""; taste mild.","Stipe 4-15 cm tall, 1.5-2.5 cm thick, equal to enlarged or bulbous at the base, stuffed,   hollow at maturity; surface smooth to faintly fibrillose, white, discoloring brown in age, with one to several coco-colored, thin bands at the base; partial veil membranous, white, forming a superior pendulous veil, the margin pale brown;  flesh white, fibrous, staining red when cut.","Spores 5-6.5 x 3.5-4 µm, smooth, elliptical; spore print dark chocolate brown.","['4', '15 ']","['1.5', '2.5 ']","['5', '6.5']","['3.5', '4 ']","['4', '15 ']",cm,cm,µm,µm,cm
11,https://www.mykoweb.com/CAF/species/Agaricus_californicus.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus californicus,,,,,,[],,"Cap 4-11 cm broad, cylindrical to convex becoming plane at maturity, sometimes with a broad umbo; surface dry, smooth to fibrillose, white on the cap margin shading to a grayish-brown disc; surface sometimes bruising pale yellow, conspicuously yellow in KOH; odor faintly of phenol, most noticeable in young specimens.","Stipe 3-7 cm long, 0.4-1.0 cm thick, smooth, equal, to slightly bulbous at
base; partial veil membranous, upper surface smooth to finely striate,
lower surface minutely fibrillose, forming a well developed median to
superior ring, the latter with a distinctive thickened margin.","Spores 5-7.5 x 4-5.5 µm, elliptical, smooth; spore print blackish-brown.","['3', '7 ']","['0.4', '1.0 ']","['5', '7.5']","['4', '5.5 ']","['4', '11 ']",cm,cm,µm,µm,cm
12,https://www.mykoweb.com/CAF/species/Agaricus_campestris.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus campestris,,,,,,[],,"Cap 5-10 cm broad, convex, broadly convex in age, often with a low umbo;  margin incurved, decurved to occasionally upturned in senescent specimens; surface dry, smooth, fibrillose to finely scaled in dry weather; color: white to ashy-grey; context white, thick, unchanging when bruised or in KOH; odor and taste mild.","Stipe 3-6 cm long, 1-2 cm thick, tapering to a pointed base, stuffed; veil thin, membranous, fragile, either leaving remnants on the young cap margin or forming a median to superior, evanescent ring.","Spores 5.5-8.0 x 3.5-5 µm, elliptical, smooth; spore print blackish-brown.","['3', '6 ']","['1', '2 ']","['5.5', '8.0']","['3.5', '5 ']","['5', '10 ']",cm,cm,µm,µm,cm
13,https://www.mykoweb.com/CAF/species/Agaricus_comtulus.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus comtulus,,,,,,[],,"Cap 2.5-4 cm broad, convex-umbonate to convex when young, expanding to plano-convex; margin at first incurved, decurved at maturity; surface dry, cream-colored, appressed-fibrillose, seldom squamulose, the fibrils slowly becoming yellowish-brown to tawny with age or from handling, the disc usually darker; context white, firm, relatively thin, up to 4 mm thick, unchanging; odor of anise; taste pleasant, sweet.","Stipe 3-5 cm long, 4-7 mm thick, stuffed at maturity, usually equal but occasionally with a small basal bulb or enlarged at the apex; surface silky-fibrillose, pallid, becoming tawny-brown with handling or in age; partial veil two-layered, consisting of small floccose scales over a thin membrane, rupturing to form an inconspicuous, pendulous, superior ring, in age appressed to the stipe.","Spores 4.0-5.0 x 3.0-3.5 µm, broadly ellipsoid, smooth, thick-walled, hilar appendage inconspicuous, germ pore not evident, many spores with a dark central body; spore print dark-brown.","['3', '5 ']","['4', '7 ']","['4.0', '5.0']","['3.0', '3.5 ']","['2.5', '4 ']",cm,mm,µm,µm,cm
14,https://www.mykoweb.com/CAF/species/Agaricus_incultorum.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus incultorum,,,,,,['Agaricus cupreo-brunneus'],,"Cap 2.5-6 cm broad, convex, expanding to nearly plane; margin at first inrolled, then decurved, plane to upturned at maturity; surface dry, the disc sometimes tomentose, becoming appressed squamulose, brown to greyish-brown, occasionally tinged vinaceous, the squamules often raised near the margin giving a shaggy aspect, obscurely squamulose to merely appressed fibrillose in age or from weathering; flesh thin, soft, pallid, discoloring slowly to pale dull-brown when injured; not yellowing in KOH; odor and taste mild.","Stipe 1.5-3.5 cm long, 1-1.5 cm thick, straight, round, equal or narrowed at the base, stuffed to hollow at maturity; surface pallid, smooth with scattered flattened scales at the apex, minutely scaly below, often nearly glabrous in age, sometimes discoloring brownish where handled; veil cottony-membranous, thin, whitish, forming an inconspicuous, short, erect, medial to superior ring.","Spores 7-8 x 5-6 µm, elliptical, smooth, thick-walled; spore print blackish-brown.","['1.5', '3.5 ']","['1', '1.5 ']","['7', '8']","['5', '6 ']","['2.5', '6 ']",cm,cm,µm,µm,cm
15,https://www.mykoweb.com/CAF/species/Agaricus_deardorffensis.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus deardorffensis,,,,,,"['Agaricus placomyces', 'Agaricus meleagris', 'Agaricus praeclaresquamosus']",,"Cap 7-19 cm broad, cylindrical to convex, expanding to nearly plane in age; surface dry, ground color pallid to white, covered with fine, appressed greyish-brown scales, concentrated at the disc; flesh white, thick, slowly becoming vinaceous when injured; odor strongly of phenol; yellowing in KOH.","Stipe 8-15 cm long, 2-3.5 cm thick, equal to slightly enlarged at base; surface white, smooth above and below the ring; veil membranous, thick, white, upper and lower surface smooth, forming a medially positioned, persistent ring; stipe base typically yellowing when bruised and smelling of phenol.","Spores 4-6.0 x 3.5-4.5 µm, smooth, elliptical; spore print blackish-brown.","['8', '15 ']","['2', '3.5 ']","['4', '6.0']","['3.5', '4.5 ']","['7', '19 ']",cm,cm,µm,µm,cm
16,https://www.mykoweb.com/CAF/species/Agaricus_deserticola.html,,,,,,,,,,,,,Agaricus deserticola,,,,,,"['Longia texensis', 'Secotium texensis', 'Longula texensis', 'Agaricus texensis ']",,"Cap 4-10 cm tall, 4-7 cm broad, subglobose, ovoid or convex; margin fused to the stipe for most of development, at maturity sometimes pulling partially away; surface dry, at first nearly glabrous, soon breaking up into appressed to raised, tan or brown scales, revealing an underlying whitish context, the latter firm, fleshy, bruising yellowish; in age the cap and context drying becoming tough, brittle, tending to split longitudinally, exposing contorted gill tissue.","Stipe 4.0-7.0 cm tall, 2.0-3.0 cm thick, variably shaped: equal, tapered to a narrowed or an enlarged base; surface glabrous to fibrillose-striate, sometimes conspicuously striate, pallid to cream, bruising or discoloring tawny-brown in age; veil two-layered, at first sheathing, rupturing with elongation of the fruiting body leaving an inconspicuous scar low to central on the stipe, or forming a scaly ring high on the stipe or alternatively the veil remaining partially attached to the pileus margin.","Spores 5.5-7.0 x 5.0-6.0 µm, globose to broadly ellipsoid, smooth, thick-walled, germ pore not evident, hilar appendage inconspicuous; spores blackish-brown.","['4.0', '7.0 ']","['2.0', '3.0 ']","['5.5', '7.0']","['5.0', '6.0 ']","['4', '10 ']",cm,cm,µm,µm,cm
17,https://www.mykoweb.com/CAF/species/Agaricus_diminutivus.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus diminutivus,,,,,,[],,"Cap 1.5-2.5 cm broad, egg-shaped in button-stage, becoming convex, eventually plano-convex; surface dry, the disc with lilac-brown to pinkish-brown fibrils, appressed fibrillose-squamulose towards the margin, the ornamentation over a pallid ground color; cuticle yellowing slightly where bruised or injured, yellow with KOH; context up to 3.0 mm thick at the disc, soft, thinning toward the margin; odor of anise; taste mild.","Stipe 3.0-6.0 cm long, 2.5-3.5 mm thick, more or less equal, sometimes with a small basal bulb, hollow to stuffed at maturity; surface of apex, white, appressed fibrillose-striate, lower stipe sparsely covered with white squamules, yellowing slowly where handled; veil membranous, thin, white, leaving an inconspicuous, narrow, evanescent band high on the stipe or fragments on the expanding cap.","Spores 4.0-5.0 x 3.0-4.0 µm, broadly ellipsoid, smooth, thick-walled in face-view, inequilateral in profile, hilar appendage apparent, germ pore not conspicuous; spore print chocolate-brown.","['3.0', '6.0 ']","['2.5', '3.5 ']","['4.0', '5.0']","['3.0', '4.0 ']","['1.5', '2.5 ']",cm,mm,µm,µm,cm
18,https://www.mykoweb.com/CAF/species/Agaricus_fuscovelatus.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus fuscovelatus,,,,,,[],,"Cap 3.5-8.0 cm broad, at first obtuse-conic, becoming convex, expanding to nearly plane, in age the disc sometimes broadly depressed; margin incurved, then decurved to plane, occasionally upturned at maturity, often appendiculate with veil fragments when young; surface at first matted tomentose at the disc, medium-brown to hazel-brown, becoming fibrillose-scaly, especially near the margin, ground color pallid-buff; flesh white, firm, moderately thick, discoloring dingy reddish-brown when exposed; odor and taste mild.","Stipe 4.0-10.0 cm long, 1.0-2.0 cm thick, straight, equal to tapered to a narrowed base, fleshy, but hollow to stuffed at maturity; surface pallid, subtomentose at the apex when young, smooth or with scattered fibrils below, discoloring brownish where handled; flesh white, discoloring like the cap, dingy reddish-brown when cut; veil membranous, thin, lower surface pale-coco-brown with scattered darker patches; upper surface pallid, smooth to striate, becoming dark-brown from maturing spores; veil rupturing irregularly, leaving fragments either on the cap margin or forming a thin, dark-brown, pendulous, superior ring which at maturity often becomes tightly appressed to the stipe.","Spores 7-8 x 5-6 µm, broadly elliptical, smooth, thick-walled, hilar appendage conspicuous; spore print blackish-brown.","['4.0', '10.0 ']","['1.0', '2.0 ']","['7', '8']","['5', '6 ']","['3.5', '8.0 ']",cm,cm,µm,µm,cm
19,https://www.mykoweb.com/CAF/species/Agaricus_hondensis.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus hondensis,,,,,,[],,"Cap 7-14 cm broad, convex at first, then plane; surface dry, white shading to a light greyish-brown disk, covered with appressed pale pinkish-brown to lilac brown scales. Odor mild or faintly of phenol. Turning yellow in KOH.","Stipe 8-14 cm long, 1.5-2.5 cm thick, bulbous at base, smooth above and below the ring; veil thick, felt-like, yielding a well developed superior ring. Stipe base bulbous, turning pale yellow when bruised; odor faintly of phenol.","Spores 4.0-6.0 X 3-4.5 µm, elliptical, smooth; spore print blackish-brown.","['8', '14 ']","['1.5', '2.5 ']","['4.0', '6.0 ']","[' 3', '4.5 ']","['7', '14 ']",cm,cm,µm,µm,cm
20,https://www.mykoweb.com/CAF/species/Agaricus_inapertus.html,,,,,,,,,,,,,Agaricus inapertus,,,,,,['Endoptychum depressum '],,"Fruitbody subhypogeous, then erumpent, cap 30-60 (90) mm broad, subglobose becoming convex to pulvinate, typically depressed at the disc; margin incurved, persistently attached to stipe; surface more or less glabrous, whitish, overlain with appressed brown fibrils, becoming, scaly to rimose in dry weather, yellowing slowly in age or with handling; pileus context relatively thin, up to 5 mm in width, firm to tough, cream to buff, yellowing where bruised or cut, at maturity, sometimes splitting exposing the spore bearing tissue; odor and taste of anise or almonds. ","Stipe 10-40 x 8-25 mm in width, subclavate, solid to hollow in old specimens; context firm, off-white to cream, yellowing like the cap; veil off-white to cream, membranous, relatively thick and tough, attached to the cap throughout development or pulling away in age exposing the spore bearing tissue; annulus absent.","Spores 6-8 x 5.5-7 Âµm, variable  in shape: globose, subglobose to broadly ellipsoid, moderately thick-walled,  lacking a germ pore, hilar appendage conspicuous; spores dark brown.","['10', '40']","['8', '25 ']","['6', '8']","['5.5', '7 ']","['30', '60 (90) ']",mm,mm,µm,µm,mm
21,https://www.mykoweb.com/CAF/species/Agaricus_lilaceps.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus lilaceps,,,,,,[],,"Cap 8-20 cm broad, convex, expanding to nearly plane, in age the disc sometimes slightly depressed; margin incurved, decurved at maturity; surface at first pallid to cream-buff, especially when developing below ground, soon becoming appressed fibrillose-squamose, light brown, hazel-brown, dull chestnut-brown, occasionally lilac-brown, darker in age, at times developing orange-brown, rufescent areas; context thick, very firm, white, slowly turning vinaceous when cut or bruised; odor, of ""mushrooms,"" taste mild.","Stipe 9-19 cm long, 3-5 cm thick, equal to clavate, the core stuffed; surface dry, white with scattered fibrils at the apex, smooth to patchy fibrillose below, discoloring dingy brownish-red to ochraceous at the base; partial veil white, membranous, thick, elastic, upper surface wrinkled to striate, lower surface more or less smooth, occasionally cracked and forming patches, but not cottony-floccose, sometimes yellowing in age or when bruised, forming a superior, pendulous annulus at maturity, blackish from adhering spores and typically collapsing against the stipe.","Spores 5-6.5 x 4-5 µm, elliptical, smooth; spore print dark-brown.","['9', '19 ']","['3', '5 ']","['5', '6.5']","['4', '5 ']","['8', '20 ']",cm,cm,µm,µm,cm
22,https://www.mykoweb.com/CAF/species/Agaricus_micromegathus.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus micromegathus,,,,,,[],,"Cap 2.5-4.0 cm broad, at first convex-cylindrical, expanding to plano-convex; margin incurved, then decurved, in youth often fringed with veil fragments; surface dry, appressed fibrillose to sparsely squamulose towards the margin, the ornamentation  pinkish-brown to lilac-brown over a pallid background, with age the fibrils brownish, the cap bruising yellowish slowly; context pallid, firm, up to 5.0 mm thick at the disc, unchanging or darkening only slightly when injured; odor and taste pleasant, of anise.","Stipe 2.5-4.5 cm long, 4.0-7.0 mm thick, equal or slightly enlarged at the base, fragile, stuffed at maturity; surface whitish with appressed fibrils above and below, occasionally fibrillose-striate near the apex, bruising yellowish to tawny; partial veil fibrillose-membranous, thin, white, the unbroken veil sometimes yellowish in areas, forming a thin, whitish to tan-colored, narrow, pendulous, superior annulus, soon disappearing or collapsing against the stipe.","Spores 4.5-5.0 (5.5) x 3.0-3.5 µm, elliptical in face-view, slightly inequilateral in side-view, smooth, thick-walled, many with a dark central body, hilar appendage inconspicuous; spore print dark-brown.","['2.5', '4.5 ']","['4.0', '7.0 ']","['4.5', '5.0 (5.5)']","['3.0', '3.5 ']","['2.5', '4.0 ']",cm,mm,µm,µm,cm
23,https://www.mykoweb.com/CAF/species/Agaricus_pattersonae.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus pattersonae,,,,,,[],,"Cap 5-15 cm broad, convex, the margin incurved, expanding to nearly plane; surface dry, medium to dark-brown, appressed fibrillose at the disc, appressed squamulose towards the margin; flesh thick, pallid, discoloring vinaceous-brown when injured; odor, of ""mushrooms;"" taste, mild.","Stipe 6-15 cm long, 2.5-3.5 cm thick, tapering to an enlarged base, stout, solid at first, the upper portion stuffed at maturity; surface dry, white at the apex, finely striate, pallid below, discoloring pale brown in age or medium-brown where handled, the base typically with pallid to brown scales, sometimes arranged in partial or complete rings; veil membranous, two layered, the upper surface white, striate, the lower surface with cottony, pallid scales, becoming pale brown before rupturing, forming a pendulous, superior ring; flesh white, staining pinkish to vinaceous-brown when cut.","Spores 7-9 x 6-6.5 µm, elliptical, smooth; spore print dark chocolate-brown.","['6', '15 ']","['2.5', '3.5 ']","['7', '9']","['6', '6.5 ']","['5', '15 ']",cm,cm,µm,µm,cm
